Land-use ID
100  100 !nx, ny
   44     40      2
   44     41      2
   44     42      2
   44     43      2
   44     44      2
   44     45      2
   44     46      2
   44     47      2
   44     48      2
   44     49      2
   44     50      2
   44     51      2
   44     52      2
   44     53      2
   44     54      2
   44     55      2
   44     56      2
   44     57      2
   44     58      2
   44     59      2
   44     60      2
   44     61      2
   44     62      2
   44     63      2
   44     64      2
   44     65      2
   44     66      2
   44     67      2
   44     68      2
   44     69      2
   44     70      2
   44     71      2
   44     72      2
   44     73      2
   44     74      2
   44     75      2
   44     76      2
   44     77      2
   44     78      2
   44     79      2
   44     80      2
   44     81      2
   44     82      1
   44     83      1
   44     84      1
   44     85      1
   44     86      1
   44     87      1
   44     88      1
   44     89      1
   44     90      1
   44     91      1
   44     92      1
   44     93      1
   44     94      1
   44     95      1
   44     96      1
   44     97      1
   44     98      1
   44     99      1
   44    100      1
   45      1      1
   45      2      1
   45      3      1
   45      4      1
   45      5      1
   45      6      1
   45      7      1
   45      8      1
   45      9      1
   45     10      1
   45     11      1
   45     12      1
   45     13      1
   45     14      1
   45     15      1
   45     16      1
   45     17      1
   45     18      1
   45     19      1
   45     20      1
   45     21      1
   45     22      1
   45     23      1
   45     24      1
   45     25      2
   45     26      2
   45     27      2
   45     28      2
   45     29      2
   45     30      2
   45     31      2
   45     32      2
   45     33      2
   45     34      2
   45     35      2
   45     36      2
   45     37      2
   45     38      2
   45     39      2
   45     40      2
   45     41      2
   45     42      2
   45     43      2
   45     44      2
   45     45      2
   45     46      2
   45     47      2
   45     48      2
   45     49      2
   45     50      2
   45     51      2
   45     52      2
   45     53      2
   45     54      2
   45     55      2
   45     56      2
   45     57      2
   45     58      2
   45     59      2
   45     60      2
   45     61      2
   45     62      2
   45     63      2
   45     64      2
   45     65      2
   45     66      2
   45     67      2
   45     68      2
   45     69      2
   45     70      2
   45     71      2
   45     72      2
   45     73      2
   45     74      2
   45     75      2
   45     76      2
   45     77      2
   45     78      2
   45     79      2
   45     80      2
   45     81      2
   45     82      1
   45     83      1
   45     84      1
   45     85      1
   45     86      1
   45     87      1
   45     88      1
   45     89      1
   45     90      1
   45     91      1
   45     92      1
   45     93      1
   45     94      1
   45     95      1
   45     96      1
   45     97      1
   45     98      1
   45     99      1
   45    100      2
   46      1      1
   46      2      1
   46      3      1
   46      4      1
   46      5      1
   46      6      1
   46      7      1
   46      8      1
   46      9      1
   46     10      1
   46     11      1
   46     12      1
   46     13      1
   46     14      1
   46     15      1
   46     16      1
   46     17      1
   46     18      1
   46     19      1
   46     20      1
   46     21      1
   46     22      1
   46     23      1
   46     24      2
   46     25      2
   46     26      2
   46     27      2
   46     28      2
   46     29      2
   46     30      2
   46     31      2
   46     32      2
   46     33      2
   46     34      2
   46     35      2
   46     36      2
   46     37      2
   46     38      2
   46     39      2
   46     40      2
   46     41      2
   46     42      2
   46     43      2
   46     44      2
   46     45      2
   46     46      2
   46     47      2
   46     48      2
   46     49      2
   46     50      2
   46     51      2
   46     52      2
   46     53      2
   46     54      2
   46     55      2
   46     56      2
   46     57      2
   46     58      2
   46     59      2
   46     60      2
   46     61      2
   46     62      2
   46     63      2
   46     64      2
   46     65      2
   46     66      2
   46     67      2
   46     68      2
   46     69      2
   46     70      2
   46     71      2
   46     72      2
   46     73      2
   46     74      2
   46     75      2
   46     76      2
   46     77      2
   46     78      2
   46     79      2
   46     80      2
   46     81      2
   46     82      1
   46     83      1
   46     84      1
   46     85      1
   46     86      1
   46     87      1
   46     88      1
   46     89      1
   46     90      1
   46     91      1
   46     92      1
